action_agreement,ci95_high,ci95_low,claim_note,controller,max_regret,metric,n_seeds,network,panel,program_complexity,realized_total_regret,route_confidence,route_decision,scenario_tag,selected_atoms,source_artifact,source_key,source_rules_path,table_id,value
,139.6504039,96.77916129,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,random_permuted_dual,,penalized_avg_travel_time,5,arterial,arterial_main/random_permuted_dual,,,,pressure-equivalent,arterial_main,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[10].penalized_avg_travel_time,,T3_closed_loop,118.2147826
,0.7962452253,0.5928852095,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,random_permuted_dual,,completion_rate,5,arterial,arterial_main/random_permuted_dual,,,,pressure-equivalent,arterial_main,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[10].completion_rate,,T3_closed_loop,0.6945652174
,28032.74296,9285.25704,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,random_permuted_dual,,total_delay,5,arterial,arterial_main/random_permuted_dual,,,,pressure-equivalent,arterial_main,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[10].total_delay,,T3_closed_loop,18659
,116.8030957,38.688571,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,random_permuted_dual,,mean_queue,5,arterial,arterial_main/random_permuted_dual,,,,pressure-equivalent,arterial_main,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[10].mean_queue,,T3_closed_loop,77.74583333
,75.40221381,18.99778619,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,random_permuted_dual,,max_queue,5,arterial,arterial_main/random_permuted_dual,,,,pressure-equivalent,arterial_main,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[10].max_queue,,T3_closed_loop,47.2
,0,0,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,random_permuted_dual,,spillback_count,5,arterial,arterial_main/random_permuted_dual,,,,pressure-equivalent,arterial_main,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[10].spillback_count,,T3_closed_loop,0
,0,0,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,random_permuted_dual,,blocking_count,5,arterial,arterial_main/random_permuted_dual,,,,pressure-equivalent,arterial_main,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[10].blocking_count,,T3_closed_loop,0
,40.26707826,28.93292174,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,random_permuted_dual,,switching_count,5,arterial,arterial_main/random_permuted_dual,,,,pressure-equivalent,arterial_main,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[10].switching_count,,T3_closed_loop,34.6
,0.01047521911,0.007769366193,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,random_permuted_dual,,controller_runtime_sec,5,arterial,arterial_main/random_permuted_dual,,,,pressure-equivalent,arterial_main,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[10].controller_runtime_sec,,T3_closed_loop,0.009122292651
,63.43150636,62.33364428,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,raw_neighbor_symbolic,,avg_travel_time,5,arterial,arterial_main/raw_neighbor_symbolic,,,,pressure-equivalent,arterial_main,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[11].avg_travel_time,,T3_closed_loop,62.88257532
,99.48450334,96.12810536,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,raw_neighbor_symbolic,,penalized_avg_travel_time,5,arterial,arterial_main/raw_neighbor_symbolic,,,,pressure-equivalent,arterial_main,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[11].penalized_avg_travel_time,,T3_closed_loop,97.80630435
,0.8123441486,0.7933080253,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,raw_neighbor_symbolic,,completion_rate,5,arterial,arterial_main/raw_neighbor_symbolic,,,,pressure-equivalent,arterial_main,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[11].completion_rate,,T3_closed_loop,0.802826087
,7682.584529,7073.815471,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,raw_neighbor_symbolic,,total_delay,5,arterial,arterial_main/raw_neighbor_symbolic,,,,pressure-equivalent,arterial_main,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[11].total_delay,,T3_closed_loop,7378.2
,32.01076887,29.47423113,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,raw_neighbor_symbolic,,mean_queue,5,arterial,arterial_main/raw_neighbor_symbolic,,,,pressure-equivalent,arterial_main,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[11].mean_queue,,T3_closed_loop,30.7425
,16.59940782,14.60059218,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,raw_neighbor_symbolic,,max_queue,5,arterial,arterial_main/raw_neighbor_symbolic,,,,pressure-equivalent,arterial_main,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[11].max_queue,,T3_closed_loop,15.6
,0,0,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,raw_neighbor_symbolic,,spillback_count,5,arterial,arterial_main/raw_neighbor_symbolic,,,,pressure-equivalent,arterial_main,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[11].spillback_count,,T3_closed_loop,0
,0,0,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,raw_neighbor_symbolic,,blocking_count,5,arterial,arterial_main/raw_neighbor_symbolic,,,,pressure-equivalent,arterial_main,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[11].blocking_count,,T3_closed_loop,0
,56.39940782,54.40059218,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,raw_neighbor_symbolic,,switching_count,5,arterial,arterial_main/raw_neighbor_symbolic,,,,pressure-equivalent,arterial_main,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[11].switching_count,,T3_closed_loop,55.4
,0.008152390863,0.005611476177,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,raw_neighbor_symbolic,,controller_runtime_sec,5,arterial,arterial_main/raw_neighbor_symbolic,,,,pressure-equivalent,arterial_main,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[11].controller_runtime_sec,,T3_closed_loop,0.00688193352
,84.17370217,80.31179481,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,actuated_local_pressure,,avg_travel_time,5,grid_4x4,grid_scalability/actuated_local_pressure,,,,pressure-equivalent,grid_scalability,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[12].avg_travel_time,,T3_closed_loop,82.24274849
,134.8610884,129.0946808,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,actuated_local_pressure,,penalized_avg_travel_time,5,grid_4x4,grid_scalability/actuated_local_pressure,,,,pressure-equivalent,grid_scalability,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[12].penalized_avg_travel_time,,T3_closed_loop,131.9778846
,0.6947643491,0.6744664202,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,actuated_local_pressure,,completion_rate,5,grid_4x4,grid_scalability/actuated_local_pressure,,,,pressure-equivalent,grid_scalability,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[12].completion_rate,,T3_closed_loop,0.6846153846
,2533.740235,2163.459765,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,actuated_local_pressure,,total_delay,5,grid_4x4,grid_scalability/actuated_local_pressure,,,,pressure-equivalent,grid_scalability,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[12].total_delay,,T3_closed_loop,2348.6
,10.55725098,9.014415689,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,actuated_local_pressure,,mean_queue,5,grid_4x4,grid_scalability/actuated_local_pressure,,,,pressure-equivalent,grid_scalability,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[12].mean_queue,,T3_closed_loop,9.785833333
,3.88009999,2.91990001,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,actuated_local_pressure,,max_queue,5,grid_4x4,grid_scalability/actuated_local_pressure,,,,pressure-equivalent,grid_scalability,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[12].max_queue,,T3_closed_loop,3.4
,0,0,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,actuated_local_pressure,,spillback_count,5,grid_4x4,grid_scalability/actuated_local_pressure,,,,pressure-equivalent,grid_scalability,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[12].spillback_count,,T3_closed_loop,0
,0,0,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,actuated_local_pressure,,blocking_count,5,grid_4x4,grid_scalability/actuated_local_pressure,,,,pressure-equivalent,grid_scalability,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[12].blocking_count,,T3_closed_loop,0
,181.5392676,173.2607324,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,actuated_local_pressure,,switching_count,5,grid_4x4,grid_scalability/actuated_local_pressure,,,,pressure-equivalent,grid_scalability,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[12].switching_count,,T3_closed_loop,177.4
,0.02873179268,0.01634535675,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,actuated_local_pressure,,controller_runtime_sec,5,grid_4x4,grid_scalability/actuated_local_pressure,,,,pressure-equivalent,grid_scalability,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[12].controller_runtime_sec,,T3_closed_loop,0.02253857472
,83.01887531,81.60129205,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,all_neighbor_symbolic,,avg_travel_time,5,grid_4x4,grid_scalability/all_neighbor_symbolic,,,,pressure-equivalent,grid_scalability,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[13].avg_travel_time,,T3_closed_loop,82.31008368
,133.5257381,130.8646465,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,all_neighbor_symbolic,,penalized_avg_travel_time,5,grid_4x4,grid_scalability/all_neighbor_symbolic,,,,pressure-equivalent,grid_scalability,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[13].penalized_avg_travel_time,,T3_closed_loop,132.1951923
,0.6917598834,0.6755478089,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,all_neighbor_symbolic,,completion_rate,5,grid_4x4,grid_scalability/all_neighbor_symbolic,,,,pressure-equivalent,grid_scalability,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[13].completion_rate,,T3_closed_loop,0.6836538462
,2436.701665,2262.098335,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,all_neighbor_symbolic,,total_delay,5,grid_4x4,grid_scalability/all_neighbor_symbolic,,,,pressure-equivalent,grid_scalability,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[13].total_delay,,T3_closed_loop,2349.4
,10.1529236,9.425409729,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,all_neighbor_symbolic,,mean_queue,5,grid_4x4,grid_scalability/all_neighbor_symbolic,,,,pressure-equivalent,grid_scalability,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[13].mean_queue,,T3_closed_loop,9.789166667
,3.592,2.808,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,all_neighbor_symbolic,,max_queue,5,grid_4x4,grid_scalability/all_neighbor_symbolic,,,,pressure-equivalent,grid_scalability,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[13].max_queue,,T3_closed_loop,3.2
,0,0,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,all_neighbor_symbolic,,spillback_count,5,grid_4x4,grid_scalability/all_neighbor_symbolic,,,,pressure-equivalent,grid_scalability,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[13].spillback_count,,T3_closed_loop,0
,0,0,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,all_neighbor_symbolic,,blocking_count,5,grid_4x4,grid_scalability/all_neighbor_symbolic,,,,pressure-equivalent,grid_scalability,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[13].blocking_count,,T3_closed_loop,0
,176.768277,172.031723,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,all_neighbor_symbolic,,switching_count,5,grid_4x4,grid_scalability/all_neighbor_symbolic,,,,pressure-equivalent,grid_scalability,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[13].switching_count,,T3_closed_loop,174.4
,0.02043268129,0.01379884633,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,all_neighbor_symbolic,,controller_runtime_sec,5,grid_4x4,grid_scalability/all_neighbor_symbolic,,,,pressure-equivalent,grid_scalability,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[13].controller_runtime_sec,,T3_closed_loop,0.01711576381
,83.01887531,81.60129205,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,capacity_aware_pressure,,avg_travel_time,5,grid_4x4,grid_scalability/capacity_aware_pressure,,,,pressure-equivalent,grid_scalability,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[14].avg_travel_time,,T3_closed_loop,82.31008368
,133.5257381,130.8646465,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,capacity_aware_pressure,,penalized_avg_travel_time,5,grid_4x4,grid_scalability/capacity_aware_pressure,,,,pressure-equivalent,grid_scalability,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[14].penalized_avg_travel_time,,T3_closed_loop,132.1951923
,0.6917598834,0.6755478089,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,capacity_aware_pressure,,completion_rate,5,grid_4x4,grid_scalability/capacity_aware_pressure,,,,pressure-equivalent,grid_scalability,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[14].completion_rate,,T3_closed_loop,0.6836538462
,2436.701665,2262.098335,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,capacity_aware_pressure,,total_delay,5,grid_4x4,grid_scalability/capacity_aware_pressure,,,,pressure-equivalent,grid_scalability,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[14].total_delay,,T3_closed_loop,2349.4
,10.1529236,9.425409729,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,capacity_aware_pressure,,mean_queue,5,grid_4x4,grid_scalability/capacity_aware_pressure,,,,pressure-equivalent,grid_scalability,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[14].mean_queue,,T3_closed_loop,9.789166667
,3.592,2.808,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,capacity_aware_pressure,,max_queue,5,grid_4x4,grid_scalability/capacity_aware_pressure,,,,pressure-equivalent,grid_scalability,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[14].max_queue,,T3_closed_loop,3.2
,0,0,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,capacity_aware_pressure,,spillback_count,5,grid_4x4,grid_scalability/capacity_aware_pressure,,,,pressure-equivalent,grid_scalability,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[14].spillback_count,,T3_closed_loop,0
,0,0,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,capacity_aware_pressure,,blocking_count,5,grid_4x4,grid_scalability/capacity_aware_pressure,,,,pressure-equivalent,grid_scalability,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[14].blocking_count,,T3_closed_loop,0
,176.768277,172.031723,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,capacity_aware_pressure,,switching_count,5,grid_4x4,grid_scalability/capacity_aware_pressure,,,,pressure-equivalent,grid_scalability,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[14].switching_count,,T3_closed_loop,174.4
,0.02311234004,0.01602091659,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,capacity_aware_pressure,,controller_runtime_sec,5,grid_4x4,grid_scalability/capacity_aware_pressure,,,,pressure-equivalent,grid_scalability,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[14].controller_runtime_sec,,T3_closed_loop,0.01956662831
,77.55836212,76.78405272,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,fixed_time,,avg_travel_time,5,grid_4x4,grid_scalability/fixed_time,,,,pressure-equivalent,grid_scalability,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[15].avg_travel_time,,T3_closed_loop,77.17120742
,127.4375622,126.168207,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,fixed_time,,penalized_avg_travel_time,5,grid_4x4,grid_scalability/fixed_time,,,,pressure-equivalent,grid_scalability,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[15].penalized_avg_travel_time,,T3_closed_loop,126.8028846
,0.6989615385,0.6914230769,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,fixed_time,,completion_rate,5,grid_4x4,grid_scalability/fixed_time,,,,pressure-equivalent,grid_scalability,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[15].completion_rate,,T3_closed_loop,0.6951923077
,2238.21722,2158.98278,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,fixed_time,,total_delay,5,grid_4x4,grid_scalability/fixed_time,,,,pressure-equivalent,grid_scalability,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[15].total_delay,,T3_closed_loop,2198.6
,9.325905082,8.995761585,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,fixed_time,,mean_queue,5,grid_4x4,grid_scalability/fixed_time,,,,pressure-equivalent,grid_scalability,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[15].mean_queue,,T3_closed_loop,9.160833333
,3,3,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,fixed_time,,max_queue,5,grid_4x4,grid_scalability/fixed_time,,,,pressure-equivalent,grid_scalability,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[15].max_queue,,T3_closed_loop,3
,0,0,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,fixed_time,,spillback_count,5,grid_4x4,grid_scalability/fixed_time,,,,pressure-equivalent,grid_scalability,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[15].spillback_count,,T3_closed_loop,0
,0,0,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,fixed_time,,blocking_count,5,grid_4x4,grid_scalability/fixed_time,,,,pressure-equivalent,grid_scalability,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[15].blocking_count,,T3_closed_loop,0
,128,128,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,fixed_time,,switching_count,5,grid_4x4,grid_scalability/fixed_time,,,,pressure-equivalent,grid_scalability,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[15].switching_count,,T3_closed_loop,128
,0.01744636769,0.01238891444,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,fixed_time,,controller_runtime_sec,5,grid_4x4,grid_scalability/fixed_time,,,,pressure-equivalent,grid_scalability,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[15].controller_runtime_sec,,T3_closed_loop,0.01491764106
,84.17370217,80.31179481,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,max_pressure,,avg_travel_time,5,grid_4x4,grid_scalability/max_pressure,,,,pressure-equivalent,grid_scalability,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[16].avg_travel_time,,T3_closed_loop,82.24274849
,134.8610884,129.0946808,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,max_pressure,,penalized_avg_travel_time,5,grid_4x4,grid_scalability/max_pressure,,,,pressure-equivalent,grid_scalability,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[16].penalized_avg_travel_time,,T3_closed_loop,131.9778846
,0.6947643491,0.6744664202,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,max_pressure,,completion_rate,5,grid_4x4,grid_scalability/max_pressure,,,,pressure-equivalent,grid_scalability,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[16].completion_rate,,T3_closed_loop,0.6846153846
,2533.740235,2163.459765,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,max_pressure,,total_delay,5,grid_4x4,grid_scalability/max_pressure,,,,pressure-equivalent,grid_scalability,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[16].total_delay,,T3_closed_loop,2348.6
,10.55725098,9.014415689,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,max_pressure,,mean_queue,5,grid_4x4,grid_scalability/max_pressure,,,,pressure-equivalent,grid_scalability,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[16].mean_queue,,T3_closed_loop,9.785833333
,3.88009999,2.91990001,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,max_pressure,,max_queue,5,grid_4x4,grid_scalability/max_pressure,,,,pressure-equivalent,grid_scalability,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[16].max_queue,,T3_closed_loop,3.4
,0,0,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,max_pressure,,spillback_count,5,grid_4x4,grid_scalability/max_pressure,,,,pressure-equivalent,grid_scalability,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[16].spillback_count,,T3_closed_loop,0
,0,0,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,max_pressure,,blocking_count,5,grid_4x4,grid_scalability/max_pressure,,,,pressure-equivalent,grid_scalability,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[16].blocking_count,,T3_closed_loop,0
,181.5392676,173.2607324,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,max_pressure,,switching_count,5,grid_4x4,grid_scalability/max_pressure,,,,pressure-equivalent,grid_scalability,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[16].switching_count,,T3_closed_loop,177.4
,0.02528565291,0.01636618555,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,max_pressure,,controller_runtime_sec,5,grid_4x4,grid_scalability/max_pressure,,,,pressure-equivalent,grid_scalability,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[16].controller_runtime_sec,,T3_closed_loop,0.02082591923
,97.22958989,83.79043824,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,random_permuted_dual,,avg_travel_time,5,grid_4x4,grid_scalability/random_permuted_dual,,,,pressure-equivalent,grid_scalability,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[17].avg_travel_time,,T3_closed_loop,90.51001406
,152.0655829,136.1459555,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,random_permuted_dual,,penalized_avg_travel_time,5,grid_4x4,grid_scalability/random_permuted_dual,,,,pressure-equivalent,grid_scalability,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[17].penalized_avg_travel_time,,T3_closed_loop,144.1057692
,0.6652086559,0.6155605749,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,random_permuted_dual,,completion_rate,5,grid_4x4,grid_scalability/random_permuted_dual,,,,pressure-equivalent,grid_scalability,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[17].completion_rate,,T3_closed_loop,0.6403846154
,6007.804426,2961.795574,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,random_permuted_dual,,total_delay,5,grid_4x4,grid_scalability/random_permuted_dual,,,,pressure-equivalent,grid_scalability,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[17].total_delay,,T3_closed_loop,4484.8
,25.03251844,12.34081489,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,random_permuted_dual,,mean_queue,5,grid_4x4,grid_scalability/random_permuted_dual,,,,pressure-equivalent,grid_scalability,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[17].mean_queue,,T3_closed_loop,18.68666667
,4.192,3.408,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,random_permuted_dual,,max_queue,5,grid_4x4,grid_scalability/random_permuted_dual,,,,pressure-equivalent,grid_scalability,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[17].max_queue,,T3_closed_loop,3.8
,0,0,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,random_permuted_dual,,spillback_count,5,grid_4x4,grid_scalability/random_permuted_dual,,,,pressure-equivalent,grid_scalability,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[17].spillback_count,,T3_closed_loop,0
,0,0,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,random_permuted_dual,,blocking_count,5,grid_4x4,grid_scalability/random_permuted_dual,,,,pressure-equivalent,grid_scalability,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[17].blocking_count,,T3_closed_loop,0
,152.0226389,95.57736114,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,random_permuted_dual,,switching_count,5,grid_4x4,grid_scalability/random_permuted_dual,,,,pressure-equivalent,grid_scalability,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[17].switching_count,,T3_closed_loop,123.8
,0.03065788527,0.01985263219,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,random_permuted_dual,,controller_runtime_sec,5,grid_4x4,grid_scalability/random_permuted_dual,,,,pressure-equivalent,grid_scalability,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[17].controller_runtime_sec,,T3_closed_loop,0.02525525873
,84.17370217,80.31179481,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,raw_neighbor_symbolic,,avg_travel_time,5,grid_4x4,grid_scalability/raw_neighbor_symbolic,,,,pressure-equivalent,grid_scalability,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[18].avg_travel_time,,T3_closed_loop,82.24274849
